Item,avg_rainfall,pesticides_tonnes,avg_temp,Radiation,Season,hg/ha_yield
Rice,309.55,15.54,31.9,7.22,winter,33939.9
Wheat,665.78,16.05,17.07,4.68,monsoon,32474.4
Rice,326.29,10.86,29.0,8.6,summer,29600.4
Wheat,1170.42,5.9,12.73,8.16,monsoon,20345.1
Rice,232.21,30.29,32.61,10.46,winter,23461.4
Potatoes,355.88,11.88,19.39,8.39,winter,142596.3
Maize,468.95,9.95,25.85,7.97,post-monsoon,36512.7
Wheat,520.99,5.66,22.38,7.26,post-monsoon,29705.3
Wheat,356.31,3.03,22.53,6.17,winter,22875.5
Potatoes,794.64,2.16,12.05,5.85,monsoon,159883.3
Soybeans,343.56,19.22,22.96,5.03,winter,16410.2
Soybeans,421.81,24.26,25.68,6.09,winter,15249.2
Potatoes,216.09,32.53,9.67,4.87,winter,121793.8
Rice,901.14,3.15,22.57,8.68,post-monsoon,36490.3
Soybeans,894.91,9.2,25.23,9.37,post-monsoon,17327.7
Maize,1427.99,8.55,29.57,7.16,monsoon,29522.1
Maize,277.81,2.66,20.4,3.31,summer,23741.8
Rice,554.38,10.52,27.89,5.68,summer,38780.5
Soybeans,234.28,8.41,27.9,3.06,winter,12300.2
Potatoes,569.6,8.6,15.47,5.72,summer,179133.7
Rice,743.79,24.54,21.62,10.44,post-monsoon,40928.9
Maize,295.61,20.49,14.58,5.6,winter,21816.3
Potatoes,951.22,11.53,24.9,6.77,post-monsoon,122201.1
Potatoes,369.01,12.37,17.65,10.85,winter,135691.6
Maize,1598.46,65.0,31.39,4.84,monsoon,25287.8
Soybeans,559.87,29.32,28.8,4.1,post-monsoon,15619.1
Maize,804.42,26.36,21.19,8.94,monsoon,36953.8
Wheat,875.88,9.12,11.36,6.68,post-monsoon,20947.8
Wheat,1176.3,27.03,26.8,4.97,monsoon,21660.7
Potatoes,781.85,2.4,16.04,11.2,monsoon,163963.5
Wheat,134.76,8.26,21.2,7.81,summer,24624.8
Rice,863.5,8.17,33.26,8.14,post-monsoon,39340.8
Rice,418.65,10.78,36.85,12.45,summer,21741.6
Rice,914.0,14.74,30.85,7.76,post-monsoon,46625.0
Soybeans,1032.74,7.01,30.82,6.82,post-monsoon,17001.7
Maize,814.65,8.65,29.04,10.95,monsoon,37710.8
Maize,234.16,44.02,22.72,6.35,post-monsoon,26379.9
Rice,201.65,15.35,27.76,6.88,winter,32771.8
Rice,376.93,1.01,28.62,5.05,monsoon,31815.8
Rice,878.55,12.98,26.94,5.4,monsoon,45934.7
Maize,1061.43,36.03,26.07,5.85,monsoon,37765.5
Potatoes,599.12,10.85,26.53,4.52,post-monsoon,143933.6
Wheat,949.67,2.56,28.65,8.02,monsoon,26569.8
Wheat,1208.55,2.06,14.85,5.33,monsoon,23421.5
Rice,286.79,3.86,30.6,5.71,summer,32326.6
Wheat,177.29,7.63,23.86,6.0,summer,22401.1
Maize,672.97,10.57,23.67,9.87,monsoon,38181.3
Potatoes,424.43,24.64,20.76,5.06,summer,136081.6
Soybeans,767.2,5.6,15.02,9.8,post-monsoon,17455.6
Rice,1095.56,34.31,22.39,8.35,monsoon,45559.5
Rice,197.99,1.33,22.88,6.91,summer,32635.7
Soybeans,1351.13,4.3,12.35,6.27,monsoon,11665.1
Maize,184.64,32.27,23.46,4.55,winter,26247.9
Rice,318.87,15.82,22.57,4.87,post-monsoon,28472.2
Potatoes,1433.28,12.89,23.41,4.91,monsoon,83032.0
Rice,1131.9,20.2,29.37,6.93,monsoon,47688.5
Rice,518.44,20.66,23.56,5.31,monsoon,36318.1
Maize,168.93,4.6,22.33,3.21,winter,24427.8
Rice,778.59,44.68,28.68,5.64,monsoon,40988.1
Soybeans,198.91,1.42,26.75,5.0,summer,14735.8
Soybeans,256.31,7.78,30.73,11.76,winter,12826.1
Maize,290.32,1.31,28.57,6.88,summer,28219.9
Potatoes,196.61,3.1,20.96,11.31,winter,100867.6
Soybeans,411.19,17.78,14.88,10.4,summer,13764.1
Potatoes,491.53,1.17,21.49,7.01,post-monsoon,144697.8
Maize,577.29,13.75,23.61,8.74,post-monsoon,39856.0
Maize,403.91,37.2,21.23,10.27,summer,25352.5
Soybeans,1906.84,31.16,21.71,6.31,monsoon,11465.5
Soybeans,553.06,33.09,27.78,5.76,summer,19558.4
Rice,768.5,21.16,35.15,6.11,post-monsoon,32787.5
Potatoes,612.19,1.44,24.24,8.73,post-monsoon,155582.1
Rice,1350.62,18.05,35.31,7.16,monsoon,37072.6
Wheat,304.34,6.05,21.14,6.4,winter,24478.2
Rice,216.25,6.32,28.21,7.81,summer,34546.1
Wheat,683.89,12.6,27.58,6.09,monsoon,32429.4
Soybeans,886.13,3.53,17.59,6.72,post-monsoon,18586.2
Maize,924.05,6.18,26.13,11.24,monsoon,34526.0
Maize,209.01,14.88,35.68,8.64,summer,16729.7
Potatoes,570.62,7.03,13.96,8.79,summer,177597.7
Wheat,277.06,1.12,17.08,6.72,summer,24420.6
Wheat,337.49,1.9,22.36,5.38,summer,24704.1
Maize,610.46,29.96,22.79,5.29,post-monsoon,31726.0
Rice,1350.59,48.51,19.37,9.15,monsoon,41242.4
Potatoes,1441.6,11.23,23.42,5.18,monsoon,89459.8
Maize,1070.51,3.33,28.02,8.73,monsoon,41512.7
Maize,916.74,8.47,40.67,3.85,monsoon,26426.6
Soybeans,18.23,11.81,11.29,5.01,summer,5908.3
Potatoes,278.47,20.46,10.02,10.1,monsoon,129145.0
Maize,1651.95,5.81,30.6,4.12,monsoon,26319.6
Wheat,209.32,23.06,34.19,4.68,summer,16615.8
Rice,239.11,5.28,31.83,9.35,winter,27584.9
Maize,179.37,24.98,23.33,2.58,summer,24622.4
Potatoes,677.88,5.73,13.04,4.59,post-monsoon,161700.6
Soybeans,295.68,17.53,21.28,6.52,winter,13864.2
Soybeans,404.6,7.54,22.09,6.71,summer,18404.4
Soybeans,292.66,16.94,32.52,7.79,winter,13693.0
Soybeans,810.53,4.44,20.52,8.36,post-monsoon,17424.8
Maize,627.56,5.69,27.01,2.57,monsoon,35304.9
Rice,217.96,2.72,26.34,9.37,summer,22827.8
Soybeans,540.7,17.93,15.69,6.92,post-monsoon,14661.2
Wheat,142.92,5.54,9.61,4.4,winter,15900.7
Soybeans,1610.13,9.59,19.14,2.14,monsoon,13626.3
Maize,816.5,25.75,22.84,8.03,monsoon,36505.7
Rice,297.68,14.22,32.48,7.78,summer,30386.4
Maize,349.36,5.47,25.89,1.0,summer,25249.9
Rice,334.73,33.31,21.79,9.51,summer,30724.3
Potatoes,294.65,5.54,18.77,5.98,summer,146889.0
Wheat,391.31,32.88,20.66,5.37,winter,27310.9
Soybeans,0.0,13.42,22.41,5.72,summer,13470.5
Soybeans,271.61,11.22,16.24,5.71,winter,12468.9
Rice,195.62,2.52,37.56,6.29,winter,24075.6
Maize,1479.26,22.86,26.77,1.54,monsoon,30757.2
Maize,487.55,1.02,32.51,6.35,winter,26851.7
Maize,267.76,3.32,28.28,7.19,summer,23522.7
Soybeans,963.28,3.31,22.88,11.71,monsoon,18449.7
Rice,531.65,38.29,26.1,9.95,summer,28253.2
Soybeans,464.56,4.06,28.34,11.42,post-monsoon,16890.2
Maize,930.98,6.85,30.2,5.85,monsoon,36809.1
Potatoes,477.99,10.27,22.5,7.16,summer,181968.5
Maize,431.2,17.07,21.22,7.53,post-monsoon,27944.2
Maize,255.47,1.49,24.91,9.13,winter,27717.9
Rice,499.16,3.03,30.88,11.72,summer,31256.8
Wheat,94.02,20.62,12.71,9.46,winter,15104.4
Rice,805.88,7.92,23.35,11.11,monsoon,36647.6
Maize,353.01,5.23,34.17,2.57,winter,17725.1
Rice,1569.57,20.9,31.14,9.43,monsoon,40787.7
Wheat,448.2,2.85,11.12,4.52,post-monsoon,20517.9
Maize,548.11,2.66,19.35,5.77,post-monsoon,28299.8
Maize,1040.9,1.94,20.67,9.27,monsoon,37413.1
Wheat,1246.5,31.96,25.45,7.36,monsoon,26812.5
Potatoes,229.58,13.98,25.32,3.59,winter,107909.3
Potatoes,1496.37,18.93,9.52,9.51,monsoon,63850.5
Soybeans,556.6,2.49,24.15,6.01,post-monsoon,19988.3
Potatoes,583.55,1.5,15.42,5.8,post-monsoon,172290.9
Wheat,994.84,12.31,28.72,10.46,monsoon,25625.8
Potatoes,614.56,2.72,14.58,9.21,post-monsoon,189216.2
Potatoes,228.83,1.49,13.94,8.89,winter,137201.7
Soybeans,879.31,5.99,19.56,11.92,post-monsoon,16585.3
Rice,672.76,7.13,25.82,5.83,monsoon,44464.1
Rice,602.32,24.63,21.18,4.33,post-monsoon,34430.4
Soybeans,641.09,110.67,16.49,5.95,summer,17466.4
Rice,484.72,27.39,25.6,3.55,summer,34648.0
Maize,710.29,2.01,13.06,4.91,post-monsoon,25176.4
Rice,591.99,1.49,25.95,6.6,post-monsoon,36032.2
Wheat,310.54,3.97,16.6,7.95,summer,24882.9
Maize,803.31,6.1,32.6,6.21,monsoon,37858.7
Rice,804.17,3.39,21.41,9.26,post-monsoon,35703.4
Rice,357.77,38.55,25.15,1.0,post-monsoon,27559.3
Soybeans,362.39,7.13,25.74,1.55,summer,15411.1
Potatoes,560.7,1.74,24.38,7.93,post-monsoon,158524.1
Wheat,1230.84,5.75,16.69,8.32,monsoon,21925.5
Potatoes,628.24,6.24,19.9,5.41,monsoon,166766.6
Potatoes,879.11,2.62,27.93,3.72,post-monsoon,126318.6
Potatoes,336.53,10.15,21.27,6.9,summer,122834.1
Wheat,549.03,8.2,22.61,10.22,post-monsoon,28849.4
Rice,209.36,6.02,34.12,9.93,winter,24294.6
Wheat,372.65,13.27,20.87,6.41,summer,26790.6
Potatoes,344.97,26.05,16.84,8.73,winter,148703.5
Maize,661.0,3.48,28.14,6.47,monsoon,34915.1
Maize,350.52,24.0,23.94,9.25,summer,27327.6
Rice,359.42,1.25,26.74,5.42,winter,28836.5
Rice,767.47,8.04,18.48,4.9,post-monsoon,34350.4
Rice,418.08,14.2,25.08,4.54,summer,31615.8
Potatoes,229.46,15.42,19.98,5.42,summer,121001.1
Wheat,786.47,9.14,20.55,7.05,post-monsoon,30899.5
Potatoes,248.9,16.41,14.43,8.85,post-monsoon,134198.3
Maize,90.72,52.78,37.72,2.47,post-monsoon,12520.8
Soybeans,41.84,31.06,22.66,5.85,summer,12893.8
Maize,1217.17,2.02,23.78,8.35,monsoon,33724.1
Rice,616.25,7.22,23.84,6.07,post-monsoon,37868.2
Maize,149.0,5.38,30.48,8.82,winter,22561.2
Soybeans,572.58,20.75,26.31,5.91,post-monsoon,19989.7
Maize,866.69,3.73,20.29,6.23,monsoon,35289.3
Rice,605.06,9.46,25.56,9.05,post-monsoon,37605.9
Soybeans,575.39,19.28,21.95,7.24,summer,19805.8
Potatoes,153.19,12.41,18.51,5.64,winter,113347.3
Rice,276.77,9.82,26.08,7.63,winter,34034.2
Rice,1276.91,11.81,36.8,9.01,monsoon,36651.9
Potatoes,165.76,10.61,17.1,3.32,winter,94371.8
Maize,417.57,18.74,17.94,1.05,summer,26769.8
Potatoes,596.96,1.47,26.05,9.31,post-monsoon,135098.0
Maize,662.57,15.95,24.68,14.42,post-monsoon,31963.4
Rice,267.99,14.66,19.41,6.69,winter,27369.7
Wheat,292.4,39.55,27.03,7.38,winter,22840.5
Maize,560.05,35.37,32.64,6.24,monsoon,29007.5
Potatoes,479.94,16.04,26.4,5.88,winter,116699.3
Soybeans,1168.03,4.07,17.25,8.96,monsoon,15603.3
Potatoes,364.31,1.46,20.73,3.28,winter,144655.5
Potatoes,579.51,11.7,9.58,2.97,post-monsoon,139139.2
Soybeans,812.38,21.89,19.88,6.98,post-monsoon,17602.6
Soybeans,713.57,8.96,26.46,6.77,post-monsoon,18310.9
Wheat,388.09,7.34,25.73,4.0,summer,27055.3
Soybeans,317.46,27.13,24.11,8.1,winter,18131.1
Wheat,690.05,6.44,14.72,8.51,post-monsoon,28471.9
Potatoes,460.44,17.6,25.75,8.28,monsoon,164116.9
Wheat,836.54,11.64,21.51,12.0,post-monsoon,28068.2
Wheat,489.3,4.18,17.23,5.83,monsoon,28164.6
Rice,260.72,7.45,25.87,3.72,summer,29380.2
Wheat,779.09,33.09,25.71,6.28,post-monsoon,29885.9
Soybeans,242.08,35.05,29.27,6.08,post-monsoon,14387.0
Rice,761.09,1.92,23.72,8.25,monsoon,37362.5
Soybeans,258.85,7.02,15.81,8.93,summer,13179.3
Soybeans,247.0,5.14,21.32,6.5,summer,15755.2
Wheat,682.99,5.73,13.37,8.08,post-monsoon,25890.1
Soybeans,1400.62,14.44,18.16,7.26,monsoon,11174.6
Potatoes,1487.14,8.35,33.34,7.45,monsoon,50843.0
Soybeans,1105.48,32.34,29.23,6.46,post-monsoon,17563.8
Maize,157.82,37.48,31.87,5.08,winter,19411.8
Soybeans,604.86,7.51,28.2,4.1,post-monsoon,20759.3
Wheat,462.23,27.38,27.56,11.01,post-monsoon,26222.8
Maize,114.29,26.2,32.53,10.94,winter,18383.3
Soybeans,877.81,7.36,21.24,2.33,post-monsoon,17283.2
Potatoes,599.9,1.52,18.17,5.72,post-monsoon,170205.0
Rice,125.57,4.6,28.08,9.68,winter,30109.3
Potatoes,225.13,14.22,25.84,8.61,winter,118701.8
Wheat,416.89,18.04,25.31,5.63,summer,24224.7
Maize,152.15,10.92,29.11,11.2,winter,21669.5
Soybeans,201.83,9.41,20.92,8.08,winter,12271.5
Potatoes,396.88,3.57,19.72,11.69,summer,149615.4
Wheat,317.19,2.26,19.37,7.18,winter,24429.7
Wheat,1423.98,7.25,15.41,7.4,monsoon,18239.5
Maize,1453.49,2.08,30.72,6.51,monsoon,30020.4
Wheat,537.37,11.48,9.95,10.39,summer,22879.5
Rice,564.22,10.31,30.59,12.34,summer,29842.6
Maize,186.52,25.09,27.69,6.87,winter,24134.9
Rice,552.26,17.79,17.75,8.36,summer,27667.7
Wheat,50.82,1.97,20.94,7.15,winter,15788.8
Soybeans,346.8,28.82,20.75,4.94,post-monsoon,15749.4
Wheat,425.92,32.51,26.91,6.81,summer,28456.4
Rice,530.44,4.07,28.4,2.72,post-monsoon,36779.9
Maize,51.46,5.34,20.11,6.39,winter,27739.1
Potatoes,683.24,2.64,15.86,7.37,post-monsoon,155315.3
Soybeans,459.31,1.1,21.18,8.04,summer,18425.2
Potatoes,821.49,3.33,16.81,6.18,post-monsoon,153758.4
Rice,237.1,13.33,22.14,3.97,winter,24851.4
Rice,1357.03,28.35,22.38,6.97,monsoon,48592.1
Rice,893.48,5.57,20.63,4.48,post-monsoon,41519.4
Maize,193.9,34.44,33.29,9.46,winter,21765.7
Potatoes,399.45,9.08,23.6,10.44,winter,127988.2
Wheat,192.31,10.04,25.07,5.31,summer,18865.3
Potatoes,199.86,19.51,17.68,7.88,post-monsoon,124315.4
Wheat,1212.93,16.03,19.7,7.59,monsoon,24819.9
Maize,673.94,4.96,32.53,3.93,post-monsoon,30203.8
Soybeans,283.69,47.45,10.46,7.66,winter,8693.7
Soybeans,334.67,10.93,21.35,7.72,winter,16288.4
Potatoes,435.27,3.05,19.01,3.48,post-monsoon,154198.3
Wheat,256.57,26.28,22.63,6.58,summer,25548.0
Rice,320.63,4.68,29.99,4.73,summer,29628.6
Soybeans,236.03,42.98,32.65,6.91,summer,13298.8
Soybeans,124.96,6.91,30.66,13.62,post-monsoon,11972.3
Soybeans,139.97,1.21,20.28,3.06,post-monsoon,15597.8
Potatoes,497.08,4.63,30.93,8.29,monsoon,130132.2
Wheat,557.32,31.86,22.4,8.75,monsoon,34567.5
Maize,1291.63,22.42,22.35,10.47,monsoon,35625.3
Soybeans,705.87,12.5,21.28,4.75,summer,18705.8
Soybeans,109.13,8.99,30.33,5.32,winter,13521.2
Soybeans,136.86,17.26,30.77,11.2,winter,7901.5
Wheat,445.6,15.11,24.94,8.29,summer,29330.4
Soybeans,564.65,55.73,25.2,3.57,post-monsoon,20677.6
Soybeans,423.81,5.9,17.92,4.91,summer,13610.9
Potatoes,280.86,11.59,20.5,8.9,summer,134435.1
Wheat,340.14,6.02,19.19,7.09,post-monsoon,25596.4
Rice,1556.5,18.41,19.99,2.01,monsoon,34475.5
Wheat,430.48,4.82,21.71,4.99,post-monsoon,31125.0
Maize,319.16,4.1,27.6,10.09,winter,21710.0
Rice,1097.21,6.76,25.44,8.65,monsoon,46687.2
Wheat,564.91,1.61,25.51,8.8,post-monsoon,28533.6
Wheat,1056.12,12.75,21.94,3.91,monsoon,26897.4
Potatoes,645.19,3.95,26.31,8.87,monsoon,156198.4
Maize,461.91,28.94,26.09,8.63,summer,35224.1
Wheat,1657.57,2.87,15.06,2.01,monsoon,13637.4
Rice,730.1,9.03,23.15,10.34,monsoon,37910.2
Maize,1098.95,4.17,19.84,8.48,monsoon,38258.8
Rice,994.61,2.59,28.51,1.61,monsoon,43148.5
Rice,347.5,1.53,27.22,6.28,summer,31589.6
Wheat,129.93,15.83,16.43,4.4,winter,19828.2
Soybeans,1021.82,47.42,29.88,9.0,post-monsoon,14961.7
Potatoes,359.2,38.78,22.95,8.7,summer,121838.3
Wheat,243.36,8.34,22.4,13.31,winter,21250.2
Wheat,80.92,11.02,20.35,2.03,winter,16526.1
Rice,600.11,25.16,28.51,6.74,post-monsoon,34039.6
Wheat,1297.71,6.52,31.61,8.02,monsoon,16898.0
Wheat,1605.25,13.69,14.09,5.06,monsoon,14983.5
Rice,262.33,14.39,26.42,4.15,winter,25240.9
Soybeans,231.47,31.2,20.14,8.13,winter,11777.4
Maize,267.34,8.39,31.84,8.65,summer,27293.2
Potatoes,649.07,1.91,27.58,6.31,monsoon,158219.3
Maize,224.07,10.81,29.23,3.94,winter,25198.4
Maize,586.68,21.23,18.14,2.42,summer,28082.7
Potatoes,222.84,4.12,18.74,7.2,winter,136361.7
Rice,1015.61,2.97,34.25,5.48,monsoon,38807.2
Potatoes,810.73,14.15,12.59,6.28,post-monsoon,177780.8
Wheat,416.97,3.22,23.31,4.98,summer,29008.6
Potatoes,555.69,20.2,15.24,3.23,summer,162037.9
Wheat,165.05,1.9,23.17,9.23,winter,23290.8
Potatoes,917.39,13.95,15.83,4.08,monsoon,178046.3
Soybeans,1233.42,24.62,22.96,11.16,monsoon,14569.5
Soybeans,335.36,15.79,17.48,9.82,summer,16469.7
Potatoes,351.75,6.01,14.82,5.05,summer,157122.1
Rice,1598.63,19.39,29.02,4.9,monsoon,40790.5
Potatoes,443.8,11.14,17.93,9.31,summer,176897.6
Potatoes,252.65,7.71,19.91,2.28,winter,100677.8
Wheat,278.64,8.74,21.13,10.08,winter,23135.1
Potatoes,1541.34,26.6,10.51,1.24,monsoon,63838.3
Potatoes,760.05,2.21,26.47,7.14,monsoon,147989.9
Rice,364.56,5.08,35.09,9.28,summer,26437.7
Potatoes,332.5,4.29,20.54,8.89,summer,141871.4
Rice,196.47,2.39,19.75,3.3,winter,20526.9
Rice,529.41,12.58,29.84,5.76,summer,35514.3
Maize,384.76,30.04,29.84,8.3,winter,25889.1
Maize,767.22,1.11,25.83,9.43,post-monsoon,34480.8
Maize,247.92,5.1,26.61,4.17,winter,26383.1
Maize,297.07,5.03,20.24,4.89,winter,25363.9
Maize,695.58,5.26,28.86,6.81,post-monsoon,40008.9
Rice,517.04,7.51,26.62,6.18,post-monsoon,32882.9
Maize,357.5,7.16,36.01,10.34,winter,18082.4
Maize,414.28,17.9,30.15,5.91,summer,30157.7
Maize,1055.22,6.8,22.23,5.77,monsoon,35492.3
Rice,591.63,3.38,36.67,6.63,summer,30953.9
Soybeans,965.34,1.75,34.26,8.54,monsoon,17942.7
Rice,1080.44,6.82,24.28,5.67,monsoon,48082.8
Wheat,1479.43,26.86,21.42,4.42,monsoon,22603.6
Wheat,730.04,17.38,23.55,12.0,post-monsoon,27203.7
Soybeans,182.02,47.76,22.76,7.77,winter,14183.4
Wheat,1188.73,4.5,25.36,7.74,monsoon,23805.6
Wheat,771.24,6.01,31.81,5.02,monsoon,24250.3
Wheat,1024.7,3.05,29.05,8.37,monsoon,24584.0
Maize,783.7,11.09,23.46,2.52,post-monsoon,33814.8
Maize,316.25,14.1,16.38,4.88,winter,24949.6
Soybeans,532.12,4.9,29.07,8.89,summer,17439.6
Wheat,329.89,21.11,23.9,7.59,winter,24467.0
Soybeans,366.84,8.23,23.33,4.7,summer,18387.1
Potatoes,1444.96,27.69,18.73,8.76,monsoon,105526.4
Soybeans,233.17,11.68,26.36,5.89,winter,14672.2
Maize,271.45,7.33,16.11,6.22,winter,28349.0
Wheat,382.43,65.45,20.58,6.13,post-monsoon,26074.4
Maize,186.41,20.31,27.76,5.05,summer,25966.7
Potatoes,239.64,5.71,23.31,7.84,winter,121621.5
Rice,370.83,20.16,33.79,9.16,post-monsoon,29528.9
Soybeans,478.87,6.16,20.4,8.6,summer,16628.8
Wheat,507.2,17.11,12.31,6.05,summer,28680.5
Potatoes,386.52,2.78,17.02,1.25,post-monsoon,152303.0
Rice,372.53,1.69,19.75,4.1,winter,26263.3
Rice,849.44,22.72,23.21,6.43,monsoon,43309.7
Maize,294.46,27.49,17.05,8.31,winter,24038.7
Potatoes,932.63,5.79,10.52,7.02,monsoon,135713.7
Maize,387.74,6.56,23.83,5.96,summer,30284.4
Soybeans,474.67,11.68,22.25,2.82,summer,16706.3
Rice,277.9,9.12,18.71,8.9,winter,21468.4
Potatoes,1006.19,35.99,16.9,4.77,monsoon,136159.4
Rice,199.98,8.02,35.36,5.57,winter,21852.2
Soybeans,757.26,11.53,18.47,3.45,monsoon,19958.3
Rice,580.82,5.68,24.81,6.43,post-monsoon,38526.6
Wheat,140.63,3.99,18.46,2.55,winter,20005.1
Potatoes,451.67,21.76,30.19,7.06,winter,111770.7
Soybeans,273.96,17.7,19.89,9.38,winter,14591.5
Soybeans,433.36,2.01,32.8,5.45,summer,14166.0
Maize,325.11,5.14,22.89,11.01,winter,28183.4
Wheat,732.77,21.57,19.49,5.98,post-monsoon,30724.8
Rice,898.61,3.14,17.39,10.12,post-monsoon,36263.9
Potatoes,295.47,17.65,16.99,6.41,post-monsoon,162490.8
Wheat,354.78,2.39,19.72,2.51,winter,26063.7
Wheat,590.31,18.01,15.17,10.77,summer,26209.4
Wheat,830.66,41.38,19.62,9.67,post-monsoon,28353.4
Rice,685.52,12.34,31.7,6.86,summer,36962.7
Maize,788.44,13.33,26.42,8.79,post-monsoon,31430.8
Wheat,1000.77,8.9,25.79,5.13,monsoon,27499.9
Potatoes,243.9,6.99,18.71,11.13,winter,136328.8
Soybeans,1097.97,23.99,26.03,5.48,monsoon,15943.9
Soybeans,407.73,20.23,21.02,6.17,summer,14894.7
Maize,971.71,76.67,19.42,5.25,monsoon,33251.9
Wheat,330.99,14.66,16.98,8.58,post-monsoon,23455.8
Maize,755.6,16.19,20.08,11.08,post-monsoon,37388.5
Rice,288.5,14.89,22.06,4.55,winter,27395.8
Rice,702.0,8.05,26.6,2.59,post-monsoon,33999.5
Rice,708.25,32.38,27.2,6.09,post-monsoon,38508.7
Soybeans,530.74,19.06,18.61,6.75,post-monsoon,17184.3
Wheat,131.74,4.13,27.75,8.17,winter,21257.5
Rice,211.53,35.26,27.73,9.36,winter,30187.2
Wheat,720.86,3.06,13.68,12.35,post-monsoon,20789.6
Maize,673.07,6.78,28.59,5.51,post-monsoon,33311.0
Wheat,543.18,18.89,21.56,8.66,post-monsoon,30456.5
Wheat,514.0,4.75,17.25,9.56,post-monsoon,27806.9
Soybeans,455.76,7.11,18.16,4.83,summer,15528.8
Wheat,176.57,2.58,23.42,7.26,summer,22396.6
Wheat,1444.74,7.8,29.57,3.85,monsoon,16539.0
Potatoes,500.78,22.03,17.77,2.97,summer,171890.5
Wheat,707.66,40.22,17.83,9.17,post-monsoon,29759.3
Rice,1167.39,24.0,24.66,4.24,monsoon,43711.3
Potatoes,465.14,6.38,25.35,10.81,monsoon,142893.4
Soybeans,348.62,15.0,19.9,9.58,winter,13384.8
Wheat,716.37,14.75,18.93,7.24,post-monsoon,31520.5
Rice,375.26,19.72,23.39,7.48,winter,32906.0
Rice,264.28,5.14,19.66,8.15,winter,22806.6
Soybeans,1037.91,60.18,30.86,8.24,monsoon,16179.8
Rice,709.26,4.59,24.0,7.99,monsoon,42427.2
Wheat,659.13,7.44,21.09,12.39,post-monsoon,28432.8
Rice,179.75,5.17,21.4,9.97,summer,30994.4
Rice,456.07,9.45,28.64,5.84,summer,37173.9
Potatoes,944.39,26.84,15.48,8.33,post-monsoon,126348.9
Wheat,1026.65,3.48,23.46,7.82,monsoon,29625.6
Wheat,267.27,6.07,22.57,7.58,winter,24269.7
Potatoes,790.29,9.87,22.17,5.05,post-monsoon,168297.9
Rice,405.59,49.91,25.45,7.05,summer,35718.7
Soybeans,92.01,4.62,29.0,5.97,winter,13708.0
Soybeans,388.89,4.52,23.9,11.02,summer,15178.2
Maize,714.83,1.31,24.25,5.74,post-monsoon,33084.6
Maize,379.85,8.32,26.14,4.48,summer,29080.3
Potatoes,1764.32,6.24,18.86,3.05,monsoon,96378.6
Rice,697.49,3.13,28.29,6.78,monsoon,45664.2
Soybeans,234.19,1.12,28.13,10.82,winter,12274.7
Soybeans,757.01,4.71,22.0,1.46,post-monsoon,19030.9
Wheat,210.28,6.61,18.88,9.02,winter,18838.3
Rice,453.13,17.55,27.63,5.72,summer,38816.1
Wheat,294.75,1.79,21.2,6.29,summer,26542.4
Potatoes,984.16,8.27,23.57,8.37,monsoon,140850.3
Potatoes,749.05,3.98,18.27,7.86,post-monsoon,171043.9
Potatoes,599.96,2.65,14.09,6.08,post-monsoon,177258.0
Soybeans,834.2,14.45,22.53,4.96,post-monsoon,20888.1
Soybeans,353.45,1.85,25.7,4.47,summer,17611.5
Potatoes,711.5,11.06,14.17,5.2,post-monsoon,150072.9
Rice,655.27,32.32,32.77,6.9,post-monsoon,38064.1
Soybeans,734.99,9.43,29.35,5.31,monsoon,20750.7
Soybeans,1172.43,11.43,20.59,6.73,monsoon,18115.2
Rice,586.54,6.49,32.79,6.92,summer,30492.6
Maize,140.46,11.76,34.63,5.36,winter,15469.2
Rice,352.22,12.78,25.73,6.6,summer,36226.2
Maize,658.62,2.42,39.0,7.49,monsoon,28039.0
Potatoes,423.29,7.94,24.18,12.17,summer,143987.4
Maize,295.18,14.0,30.18,6.23,post-monsoon,24137.2
Soybeans,1665.99,10.48,16.39,10.93,monsoon,8870.5
Soybeans,354.49,9.9,24.46,1.98,winter,15458.9
Wheat,1041.06,21.29,24.09,8.31,monsoon,32735.7
Rice,1284.26,3.02,23.54,5.82,monsoon,43757.7
Maize,182.57,22.21,27.58,2.64,winter,23296.3
Rice,336.52,4.79,32.74,6.39,summer,30669.5
Wheat,569.16,13.67,19.62,4.99,summer,33003.4
Soybeans,694.78,7.19,18.32,10.09,post-monsoon,18878.1
Maize,1201.6,6.1,17.73,7.28,monsoon,29258.0
Wheat,140.78,1.61,26.09,5.63,summer,19323.0
Soybeans,577.92,8.92,25.64,9.18,summer,18905.2
Wheat,527.82,4.11,23.86,5.92,summer,25976.1
Rice,1060.28,21.08,29.78,5.87,monsoon,46412.6
Maize,725.98,3.92,22.72,9.61,summer,35048.7
Potatoes,391.73,1.07,16.65,14.0,summer,146353.6
Wheat,340.1,28.73,25.28,7.98,post-monsoon,23840.2
Soybeans,912.07,21.12,28.46,7.17,post-monsoon,20765.7
Rice,189.99,50.97,29.63,7.49,winter,32374.8
Rice,410.08,10.44,22.92,8.62,post-monsoon,28014.5
Wheat,160.97,3.61,23.05,5.22,winter,19425.0
Wheat,1035.95,1.95,20.85,10.95,post-monsoon,26528.3
Soybeans,212.19,9.16,36.2,4.9,winter,11415.3
Soybeans,174.29,5.53,20.16,5.71,winter,11450.1
Rice,1618.16,1.39,30.09,8.96,monsoon,43527.9
